,count,date,state,year
239,2,2012_03_15,Michigan,2012
240,2,2012_03_16,Michigan,2012
241,1,2012_03_17,Michigan,2012
242,1,2012_03_18,Michigan,2012
243,1,2012_03_20,Michigan,2012
244,1,2012_03_21,Michigan,2012
245,1,2012_03_22,Michigan,2012
246,3,2012_03_23,Michigan,2012
247,2,2012_03_25,Michigan,2012
248,2,2012_03_26,Michigan,2012
249,2,2012_03_28,Michigan,2012
250,4,2012_03_29,Michigan,2012
251,3,2012_03_30,Michigan,2012
252,1,2012_04_01,Michigan,2012
253,2,2012_04_02,Michigan,2012
254,1,2012_04_03,Michigan,2012
255,6,2012_04_04,Michigan,2012
256,1,2012_04_05,Michigan,2012
257,10,2012_04_07,Michigan,2012
258,1,2012_04_09,Michigan,2012
259,2,2012_04_10,Michigan,2012
260,2,2012_04_11,Michigan,2012
261,1,2012_04_12,Michigan,2012
262,1,2012_04_13,Michigan,2012
263,1,2012_04_15,Michigan,2012
264,3,2012_04_16,Michigan,2012
265,1,2012_04_18,Michigan,2012
266,2,2012_04_19,Michigan,2012
267,1,2012_04_20,Michigan,2012
268,2,2012_04_21,Michigan,2012
269,2,2012_04_22,Michigan,2012
270,1,2012_04_23,Michigan,2012
271,4,2012_04_24,Michigan,2012
272,1,2012_04_25,Michigan,2012
273,5,2012_04_26,Michigan,2012
274,1,2012_04_27,Michigan,2012
275,2,2012_04_28,Michigan,2012
276,1,2012_04_29,Michigan,2012
277,1,2012_04_30,Michigan,2012
278,4,2012_05_01,Michigan,2012
279,2,2012_05_02,Michigan,2012
280,1,2012_05_05,Michigan,2012
281,2,2012_05_06,Michigan,2012
282,1,2012_05_10,Michigan,2012
283,1,2012_05_11,Michigan,2012
284,2,2012_05_13,Michigan,2012
285,1,2012_05_14,Michigan,2012
286,3,2012_05_18,Michigan,2012
287,4,2012_05_19,Michigan,2012
288,2,2012_05_21,Michigan,2012
289,1,2012_05_22,Michigan,2012
290,1,2012_05_24,Michigan,2012
291,1,2012_05_25,Michigan,2012
292,1,2012_05_27,Michigan,2012
293,1,2012_05_30,Michigan,2012
294,1,2012_05_31,Michigan,2012
295,9,2012_02_01,Michigan,2012
296,8,2012_02_02,Michigan,2012
297,8,2012_02_03,Michigan,2012
298,4,2012_02_04,Michigan,2012
299,9,2012_02_06,Michigan,2012
